date_added,property_type,price,location,city,latitude,longitude,baths,bedrooms,purpose,Area Type,Area Size,JS Bank,Askari Bank,Faisal Bank, Meezan Bank, Bank Al Habib Limited, Silk Bank, Bank Of Punjab, Sector B Park, Sector F Park, Rafi Park,Lakeview Children's Park, Eden Park,Overseas Park,Al-Shifa Clinic,Nazeer Begum Memorial Hospital,Modern Clinic Complex, Bahria International Hospital, B3 Healthcare Clinic, Begum Akhtar Memorial Hospital, Future World School and College, Dar e Arqam School Phase 8 Campus Bahria Town, Air foundation School System phase 8,Dr. Abdul-Qadeer Khan School and College, The Spirit School Bahria Town Campus,The Smart School Bahria Town campus
6/4/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,7,For Sale,Marla,13,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/3/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,13,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/1/2019,House,24000000,Bahria Town Rawalpindi,Rawalpindi,33.53,73.11,4,5,For Sale,Marla,13.5,2.16,2.16,4.54,4.99,3.46,4.54,2.16,5.79,3.34,3.34,3.82,3.46,4.34,5.79,3.34,4.34,4.54,3.46,14.3,5.79,3.46,4.54,4.82,3.46,6.22
7/1/2019,House,24000000,Bahria Town Rawalpindi,Rawalpindi,33.53,73.11,4,5,For Sale,Marla,13.5,2.16,2.16,4.54,4.99,3.46,4.54,2.16,5.79,3.34,3.34,3.82,3.46,4.34,5.79,3.34,4.34,4.54,3.46,14.3,5.79,3.46,4.54,4.82,3.46,6.22
7/1/2019,House,24000000,Bahria Town Rawalpindi,Rawalpindi,33.53,73.11,4,5,For Sale,Marla,13.5,2.16,2.16,4.54,4.99,3.46,4.54,2.16,5.79,3.34,3.34,3.82,3.46,4.34,5.79,3.34,4.34,4.54,3.46,14.3,5.79,3.46,4.54,4.82,3.46,6.22
7/2/2019,House,20000000,Bahria Town Rawalpindi,Rawalpindi,33.5,73.1,4,4,For Sale,Marla,14,2.41,2.41,1.11,2.78,0,1.11,2.41,3,0.93,0.93,0.93,0,1.85,3,0.93,1.85,1.11,0,12.98,3,0,1.11,1.45,0,2.9
7/4/2019,House,21000000,Bahria Town Rawalpindi,Rawalpindi,33.5,73.1,5,4,For Sale,Marla,14,2.41,2.41,1.11,2.78,0,1.11,2.41,3,0.93,0.93,0.93,0,1.85,3,0.93,1.85,1.11,0,12.98,3,0,1.11,1.45,0,2.9
7/17/2019,House,22000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,3,3,For Sale,Marla,14,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
4/5/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,14,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
1/5/2019,House,23500000,Bahria Town Rawalpindi,Rawalpindi,33.53,73.11,4,4,For Sale,Marla,14,2.16,2.16,4.54,4.99,3.46,4.54,2.16,5.79,3.34,3.34,3.82,3.46,4.34,5.79,3.34,4.34,4.54,3.46,14.3,5.79,3.46,4.54,4.82,3.46,6.22
4/5/2019,House,25000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,6,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/18/2019,House,25000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,25500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,25900000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,25900000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
4/5/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/4/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/3/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/3/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/27/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/16/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,26500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,6,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,26500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/29/2019,House,26900000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/4/2019,House,26900000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/4/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/6/2019,House,28000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,28000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/2/2019,House,28000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,6,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/3/2019,House,28000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,28500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/4/2019,House,28500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/30/2019,House,28500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/27/2019,House,29000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/27/2019,House,29000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/16/2019,House,29000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
3/6/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
4/5/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
4/5/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,2,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/13/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/2/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/4/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,8,7,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,32000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/11/2019,House,33000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,5,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,38000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,4,For Sale,Marla,14,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,27500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,4,For Sale,Marla,14.5,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/13/2019,House,33000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,14.5,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/4/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,5,For Sale,Marla,15,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/28/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,5,For Sale,Marla,15,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
7/11/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.11,4,5,For Sale,Marla,15,2.16,2.16,2.41,3.87,1.45,2.41,2.16,4.32,1.11,1.11,2.16,1.45,3,4.32,1.11,3,2.41,1.45,13.95,4.32,1.45,2.41,2.9,1.45,4.34
6/4/2019,House,26000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
3/6/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,9,4,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/9/2019,House,28500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,4,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/13/2019,House,29000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/18/2019,House,29500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
3/6/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,6,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,31500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,35000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,5,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,37000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/9/2019,House,38000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,6,5,For Sale,Marla,15,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/13/2019,House,45000000,Bahria Town Rawalpindi,Rawalpindi,33.56,73.13,6,5,For Sale,Marla,15,5.79,5.79,8.27,8.69,7.23,8.27,5.79,9.57,6.92,6.92,7.63,7.23,8.12,9.57,6.92,8.12,8.27,7.23,17.11,9.57,7.23,8.27,8.62,7.23,10.03
7/4/2019,House,22500000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,4,For Sale,Marla,16,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,7,5,For Sale,Marla,16,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
6/27/2019,House,23000000,Bahria Town Rawalpindi,Rawalpindi,33.51,73.1,4,5,For Sale,Marla,16,1.45,1.45,2.22,3,1.11,2.22,1.45,3.56,1.45,1.45,1.45,1.11,2.16,3.56,1.45,2.16,2.22,1.11,13.03,3.56,1.11,2.22,2.41,1.11,3.82
5/5/2019,House,24000000,Bahria Town Rawalpindi,Rawalpindi,33.53,73.12,7,5,For Sale,Marla,16,2.99,2.99,4.82,5.71,3.82,4.82,2.99,6.42,3.46,3.46,4.34,3.82,4.99,6.42,3.46,4.99,4.82,3.82,15.2,6.42,3.82,4.82,5.25,3.82,6.68
4/5/2019,House,26500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,26500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/29/2019,House,26500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,4,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
1/5/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/4/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/20/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/27/2019,House,27000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,29000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/27/2019,House,30000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/4/2019,House,32000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
6/13/2019,House,32500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,4,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/2/2019,House,32500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,7,6,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
5/5/2019,House,33500000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,5,5,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
7/5/2019,House,35000000,Bahria Town Rawalpindi,Rawalpindi,33.55,73.12,8,7,For Sale,Marla,16,4.34,4.34,6.92,7.24,5.86,6.92,4.34,8.12,5.64,5.64,6.22,5.86,6.68,8.12,5.64,6.68,6.92,5.86,15.84,8.12,5.86,6.92,7.23,5.86,8.62
4/5/2019,House,45000000,Bahria Town Rawalpindi,Rawalpindi,33.56,73.13,4,8,For Sale,Marla,16,5.79,5.79,8.27,8.69,7.23,8.27,5.79,9.57,6.92,6.92,7.63,7.23,8.12,9.57,6.92,8.12,8.27,7.23,17.11,9.57,7.23,8.27,8.62,7.23,10.03
6/28/2019,House,45000000,Bahria Town Rawalpindi,Rawalpindi,33.56,73.13,6,5,For Sale,Marla,16,5.79,5.79,8.27,8.69,7.23,8.27,5.79,9.57,6.92,6.92,7.63,7.23,8.12,9.57,6.92,8.12,8.27,7.23,17.11,9.57,7.23,8.27,8.62,7.23,10.03
